"","Species","Phylum","Class"
"533","Ischyrocerus megacheir","Arthropoda","Malacostraca"
"534","Calycella syringa","Cnidaria","Hydrozoa"
"535","Hormathia nodosa","Cnidaria","Anthozoa"
"536","Apristurus profundorum","Chordata","Elasmobranchii"
"537","Pagurus","Arthropoda","Malacostraca"
"538","Orchomene macroserratus","Arthropoda","Malacostraca"
"539","Micronephthys minuta","Annelida","Polychaeta"
"540","Orcinus orca","Chordata","Mammalia"
"541","Spatangoida","Echinodermata","Echinoidea"
"542","Mediaster bairdi","Echinodermata","Asteroidea"
"543","Temora","Arthropoda","Copepoda"
"544","Scalibregma inflatum","Annelida","Polychaeta"
"545","Liparis","Chordata","Teleostei"
"546","Phoxocephalus holbolli","Arthropoda","Malacostraca"
"547","Dyopedos porrectus","Arthropoda","Malacostraca"
"548","Littorina","Mollusca","Gastropoda"
"549","Pseudocalanus acuspes","Arthropoda","Copepoda"
"550","Ennucula tenuis","Mollusca","Bivalvia"
"551","Tmetonyx","Arthropoda","Malacostraca"
"552","Harriotta raleighana","Chordata","Holocephali"
"553","Pandalidae","Arthropoda","Malacostraca"
"554","Balaenoptera borealis","Chordata","Mammalia"
"555","Allantactis parasitica","Cnidaria","Anthozoa"
"556","Arrhis phyllonyx","Arthropoda","Malacostraca"
"557","Kyphocythere limicola","Arthropoda","Ostracoda"
"558","Ischyrocerus megalops","Arthropoda","Malacostraca"
"559","Lycodes mucosus","Chordata","Teleostei"
"560","Diastylis rathkei","Arthropoda","Malacostraca"
"561","Socarnes vahlii","Arthropoda","Malacostraca"
"562","Nothria conchylega","Annelida","Polychaeta"
"563","Unciola leucopis","Arthropoda","Malacostraca"
"564","Mormonilla","Arthropoda","Copepoda"
"565","Praxillella praetermissa","Annelida","Polychaeta"
"566","Balaenopteridae","Chordata","Mammalia"
"567","Oculocytheropteron nodosum","Arthropoda","Ostracoda"
"568","Hemicythere borealis","Arthropoda","Ostracoda"
"569","Stegophiura nodosa","Echinodermata","Ophiuroidea"
"570","Tryphosella","Arthropoda","Malacostraca"
"571","Sertularia similis","Cnidaria","Hydrozoa"
"572","Psolus squamatus","Echinodermata","Holothuroidea"
"573","Narcine bancroftii","Chordata","Elasmobranchii"
"574","Lycodes frigidus","Chordata","Teleostei"
"575","Ampharete","Annelida","Polychaeta"
"576","Salpa maxima","Chordata","Thaliacea"
"577","Paraliparis copei","Chordata","Teleostei"
"578","Musculus discors","Mollusca","Bivalvia"
"579","Hymedesmia","Porifera","Demospongiae"
"580","Semicytherura","Arthropoda","Ostracoda"
"581","Ericthonius tolli","Arthropoda","Malacostraca"
"582","Melanogrammus aeglefinus","Chordata","Teleostei"
"583","Nephtys longosetosa","Annelida","Polychaeta"
"584","Glycera capitata","Annelida","Polychaeta"
"585","Odius carinatus","Arthropoda","Malacostraca"
"586","Oediceros saginatus","Arthropoda","Malacostraca"
"587","Oikopleura (Vexillaria) dioica","Chordata","Appendicularia"
"588","Careproctus","Chordata","Teleostei"
"589","Lepidion eques","Chordata","Teleostei"
"590","Cryptoniscidae","Arthropoda","Malacostraca"
"591","Zoarces americanus","Chordata","Teleostei"
"592","Hardametopa nasuta","Arthropoda","Malacostraca"
"593","Balanus crenatus","Arthropoda","Thecostraca"
"594","Pteraster pulvillus","Echinodermata","Asteroidea"
"595","Cirroteuthis","Mollusca","Cephalopoda"
"596","Chaetozone","Annelida","Polychaeta"
"597","Campanularia volubilis","Cnidaria","Hydrozoa"
"598","Gammarus setosus","Arthropoda","Malacostraca"
"599","Brisaster fragilis","Echinodermata","Echinoidea"
"600","Aetideopsis","Arthropoda","Copepoda"
"601","Acanthonotozoma serratum","Arthropoda","Malacostraca"
"602","Cyclothone","Chordata","Teleostei"
"603","Velutina","Mollusca","Gastropoda"
"604","Thelepus cincinnatus","Annelida","Polychaeta"
"605","Pseudocythere caudata","Arthropoda","Ostracoda"
"606","Geodia parva","Porifera","Demospongiae"
"607","Capitella capitata","Annelida","Polychaeta"
"608","Myrianida","Annelida","Polychaeta"
"609","Anatidae","Chordata","Aves"
"610","Rhachotropis inflata","Arthropoda","Malacostraca"
"611","Psolus","Echinodermata","Holothuroidea"
"612","Aeginina longicornis","Arthropoda","Malacostraca"
"613","Glandulactis spetsbergensis","Cnidaria","Anthozoa"
"614","Axinellida","Porifera","Demospongiae"
"615","Cuspidaria","Mollusca","Bivalvia"
"616","Cythere lutea","Arthropoda","Ostracoda"
"617","Sertularia schmidti","Cnidaria","Hydrozoa"
"618","Aeginella spinosa","Arthropoda","Malacostraca"
"619","Scoletoma fragilis","Annelida","Polychaeta"
"620","Spio","Annelida","Polychaeta"
"621","Caprella dubia","Arthropoda","Malacostraca"
"622","Metopa","Arthropoda","Malacostraca"
"623","Symplectoscyphus tricuspidatus","Cnidaria","Hydrozoa"
"624","Amphilochus tenuimanus","Arthropoda","Malacostraca"
"625","Ophiocten sericeum","Echinodermata","Ophiuroidea"
"626","Astarte crenata","Mollusca","Bivalvia"
"627","Cribrinopsis similis","Cnidaria","Anthozoa"
"628","Aetideus armatus","Arthropoda","Copepoda"
"629","Bythocaris gracilis","Arthropoda","Malacostraca"
"630","Amphilochus manudens","Arthropoda","Malacostraca"
"631","Cistenides hyperborea","Annelida","Polychaeta"
"632","Spinocalanus longicornis","Arthropoda","Copepoda"
"633","Thyasira gouldii","Mollusca","Bivalvia"
"634","Calanidae","Arthropoda","Copepoda"
"635","Paralepis coregonoides","Chordata","Teleostei"
"636","Euchone analis","Annelida","Polychaeta"
"637","Calidris maritima","Chordata","Aves"
"638","Pholis fasciata","Chordata","Teleostei"
"639","Cytheropteron nodosoalatum","Arthropoda","Ostracoda"
"640","Oikopleura (Vexillaria) vanhoeffeni","Chordata","Appendicularia"
"641","Gitanopsis bispinosa","Arthropoda","Malacostraca"
"642","Geodia hentscheli","Porifera","Demospongiae"
"643","Nephtys ciliata","Annelida","Polychaeta"
"644","Munida intermedia","Arthropoda","Malacostraca"
"645","Onisimus glacialis","Arthropoda","Malacostraca"
"646","Acipenser fulvescens","Chordata","Chondrostei"
"647","Gitanopsis","Arthropoda","Malacostraca"
"648","Paradoxostoma","Arthropoda","Ostracoda"
"649","Harpinia propinqva","Arthropoda","Malacostraca"
"650","Echiura","Annelida","Polychaeta"
"651","Proceraea prismatica","Annelida","Polychaeta"
"652","Coxiella","Mollusca","Gastropoda"
"653","Orchomenella pinguis","Arthropoda","Malacostraca"
"654","Chiridius obtusifrons","Arthropoda","Copepoda"
"655","Metridinidae","Arthropoda","Copepoda"
"656","Gennadas","Arthropoda","Malacostraca"
"657","Deflexilodes tuberculatus","Arthropoda","Malacostraca"
"658","Finmarchinella finmarchica","Arthropoda","Ostracoda"
"659","Pholoe minuta","Annelida","Polychaeta"
"660","Hippoglossoides","Chordata","Teleostei"
"661","Onisimus plautus","Arthropoda","Malacostraca"
"662","Alacia minor","Arthropoda","Ostracoda"
"663","Anser caerulescens","Chordata","Aves"
"664","Boroecia borealis","Arthropoda","Ostracoda"
"665","Eteone","Annelida","Polychaeta"
"666","Semicytherura mainensis","Arthropoda","Ostracoda"
"667","Myxiniformes","Chordata","Myxini"
"668","Guernea","Arthropoda","Malacostraca"
"669","Themisto compressa","Arthropoda","Malacostraca"
"670","Galathowenia oculata","Annelida","Polychaeta"
"671","Neopleustes boecki","Arthropoda","Malacostraca"
"672","Dulichia spinosissima","Arthropoda","Malacostraca"
"673","Cytheropteron arcticum","Arthropoda","Ostracoda"
"674","Lithodidae","Arthropoda","Malacostraca"
"675","Onisimus litoralis","Arthropoda","Malacostraca"
"676","Mollusca","Mollusca",NA
"677","Paraphoxus oculatus","Arthropoda","Malacostraca"
"678","Anoplogaster cornuta","Chordata","Teleostei"
"679","Hydrolagus affinis","Chordata","Holocephali"
"680","Cluthia cluthae","Arthropoda","Ostracoda"
"681","Paguridae","Arthropoda","Malacostraca"
"682","Hyas","Arthropoda","Malacostraca"
"683","Aricidea (Strelzovia) suecica","Annelida","Polychaeta"
"684","Limacinidae","Mollusca","Gastropoda"
"685","Siphonoecetes typicus","Arthropoda","Malacostraca"
"686","Parapleustes bicuspis","Arthropoda","Malacostraca"
"687","Lepeta caeca","Mollusca","Gastropoda"
"688","Hesionidae","Annelida","Polychaeta"
"689","Aglaura","Cnidaria","Hydrozoa"
"690","Stenothoidae","Arthropoda","Malacostraca"
"691","Owenia fusiformis","Annelida","Polychaeta"
"692","Pontogeneia inermis","Arthropoda","Malacostraca"
"693","Brosme brosme","Chordata","Teleostei"
"694","Actinocythereis dunelmensis","Arthropoda","Ostracoda"
"695","Boltenia","Chordata","Ascidiacea"
"696","Cyclopina","Arthropoda","Copepoda"
"697","Somateria spectabilis","Chordata","Aves"
"698","Epizoanthus lindahli","Cnidaria","Anthozoa"
"699","Opisa eschrichtii","Arthropoda","Malacostraca"
"700","Prionospio cirrifera","Annelida","Polychaeta"
"701","Periphylla","Cnidaria","Scyphozoa"
"702","Paradulichia typica","Arthropoda","Malacostraca"
"703","Spionidae","Annelida","Polychaeta"
"704","Tremaster mirabilis","Echinodermata","Asteroidea"
"705","Gronella groenlandica","Arthropoda","Malacostraca"
"706","Oikopleuridae","Chordata","Appendicularia"
"707","Hemithiris psittacea","Brachiopoda","Rhynchonellata"
"708","Maulisia microlepis","Chordata","Teleostei"
"709","Eurypharynx pelecanoides","Chordata","Teleostei"
"710","Ammodytes americanus","Chordata","Teleostei"
"711","Leucothoe","Arthropoda","Malacostraca"
"712","Liparis atlanticus","Chordata","Teleostei"
"713","Myxinidae","Chordata","Myxini"
"714","Ancistrosyllis groenlandica","Annelida","Polychaeta"
"715",NA,"Cnidaria","Anthozoa"
"716","Careproctus kidoi","Chordata","Teleostei"
"717","Macoma","Mollusca","Bivalvia"
"718","Arenicola marina","Annelida","Polychaeta"
"719","Stomphia coccinea","Cnidaria","Anthozoa"
"720","Phoxocephalidae","Arthropoda","Malacostraca"
"721","Acartia (Acartiura) longiremis","Arthropoda","Copepoda"
"722","Eunoe nodosa","Annelida","Polychaeta"
"723","Pleustidae","Arthropoda","Malacostraca"
"724","Hippomedon gorbunovi","Arthropoda","Malacostraca"
"725","Liponema multicorne","Cnidaria","Anthozoa"
"726","Abludomelita obtusata","Arthropoda","Malacostraca"
"727","Apherusa glacialis","Arthropoda","Malacostraca"
"728","Botrynema brucei","Cnidaria","Hydrozoa"
"729","Orchomene pectinatus","Arthropoda","Malacostraca"
"730","Icelus","Chordata","Teleostei"
"731","Maera","Arthropoda","Malacostraca"
"732","Robustosergia robusta","Arthropoda","Malacostraca"
"733","Hydroidolina","Cnidaria","Hydrozoa"
"734","Macoma calcarea","Mollusca","Bivalvia"
"735","Urothoe elegans","Arthropoda","Malacostraca"
"736","Aristias tumidus","Arthropoda","Malacostraca"
"737","Liljeborgia pallida","Arthropoda","Malacostraca"
"738","Odobenus rosmarus","Chordata","Mammalia"
"739","Ampharete finmarchica","Annelida","Polychaeta"
"740","Orchomene","Arthropoda","Malacostraca"
"741","Anonyx debruynii","Arthropoda","Malacostraca"
"742","Rhachotropis oculata","Arthropoda","Malacostraca"
"743","Ampelisca spinipes","Arthropoda","Malacostraca"
"744","Crossota norvegica","Cnidaria","Hydrozoa"
"745","Autonoe borealis","Arthropoda","Malacostraca"
"746","Bathypolypus pugniger","Mollusca","Cephalopoda"
"747","Orthopyxis integra","Cnidaria","Hydrozoa"
"748","Caprella rinki","Arthropoda","Malacostraca"
"749","Argissa hamatipes","Arthropoda","Malacostraca"
"750","Ambasiella murmanica","Arthropoda","Malacostraca"
"751","Sphaerodorum gracilis","Annelida","Polychaeta"
"752","Lumbrineris minuta","Annelida","Polychaeta"
"753","Acartia","Arthropoda","Copepoda"
"754","Byblis crassicornis","Arthropoda","Malacostraca"
"755","Amphilochidae","Arthropoda","Malacostraca"
"756","Alca torda","Chordata","Aves"
"757","Cottus cognatus","Chordata","Teleostei"
"758","Cytheropteron angulatum","Arthropoda","Ostracoda"
"759","Oithonidae","Arthropoda","Copepoda"
"760","Lensia conoidea","Cnidaria","Hydrozoa"
"761","Rostroculodes borealis","Arthropoda","Malacostraca"
"762","Lysianella petalocera","Arthropoda","Malacostraca"
"763","Florometra serratissima","Echinodermata","Crinoidea"
"764","Abludomelita gladiosa","Arthropoda","Malacostraca"
"765","Ericthonius megalops","Arthropoda","Malacostraca"
"766","Hirudinea","Annelida","Clitellata"
"767","Oncaea venusta","Arthropoda","Copepoda"
"768","Mya truncata","Mollusca","Bivalvia"
"769","Nicolea zostericola","Annelida","Polychaeta"
"770","Synopiidae","Arthropoda","Malacostraca"
"771","Maulisia mauli","Chordata","Teleostei"
"772","Puffinus griseus","Chordata","Aves"
"773","Conchoeciinae","Arthropoda","Ostracoda"
"774","Sertularella polyzonias","Cnidaria","Hydrozoa"
"775","Tryphosella schneideri","Arthropoda","Malacostraca"
"776","Cyclopoida","Arthropoda","Copepoda"
"777","Rossia moelleri","Mollusca","Cephalopoda"
"778","Ophiuridae","Echinodermata","Ophiuroidea"
"779","Apherusa sarsii","Arthropoda","Malacostraca"
"780","Annelida","Annelida",NA
"781","Hippomedon robustus","Arthropoda","Malacostraca"
"782","Protomedeia fasciata","Arthropoda","Malacostraca"
"783","Capitellidae","Annelida","Polychaeta"
"784","Euchone papillosa","Annelida","Polychaeta"
"785","Cytheropteron pararcticum","Arthropoda","Ostracoda"
"786","Harpinia crenulata","Arthropoda","Malacostraca"
"787","Acartiidae","Arthropoda","Copepoda"
"788","Podoceridae","Arthropoda","Malacostraca"
"789","Fritillaria","Chordata","Appendicularia"
"790","Alepocephalus","Chordata","Teleostei"
"791","Caprella ciliata","Arthropoda","Malacostraca"
"792","Drifa glomerata","Cnidaria","Anthozoa"
"793","Pleustes (Pleustes) tuberculatus","Arthropoda","Malacostraca"
"794","Ampelisca aequicornis","Arthropoda","Malacostraca"
"795","Catostomus commersonii","Chordata","Teleostei"
"796","Andaniopsis pectinata","Arthropoda","Malacostraca"
"797","Eumalacostraca","Arthropoda","Malacostraca"
"798","Phippsia roemeri","Arthropoda","Malacostraca"
"799","Diphyidae","Cnidaria","Hydrozoa"
"800","Bruzelia tuberculata","Arthropoda","Malacostraca"
"801","Bathymedon obtusifrons","Arthropoda","Malacostraca"
"802","Paragorgia arborea","Cnidaria","Anthozoa"
"803","Larus atricilla","Chordata","Aves"
"804","Myriochele heeri","Annelida","Polychaeta"
"805","Thecosomata","Mollusca","Gastropoda"
"806","Sigmops bathyphilus","Chordata","Teleostei"
"807","Pista maculata","Annelida","Polychaeta"
"808","Stauropathes arctica","Cnidaria","Anthozoa"
"809","Apherusa bispinosa","Arthropoda","Malacostraca"
"810","Haploops","Arthropoda","Malacostraca"
"811","Ampharete sibirica","Annelida","Polychaeta"
"812","Gersemia rubiformis","Cnidaria","Anthozoa"
"813","Lophogastrida","Arthropoda","Malacostraca"
"814","Scolelepis","Annelida","Polychaeta"
"815","Saduria sabini","Arthropoda","Malacostraca"
"816","Schisturella","Arthropoda","Malacostraca"
"817","Yoldiella lenticula","Mollusca","Bivalvia"
"818","Cystophora cristata","Chordata","Mammalia"
"819","Ophelina cylindricaudata","Annelida","Polychaeta"
"820","Ceratias holboelli","Chordata","Teleostei"
"821","Bathymedon saussurei","Arthropoda","Malacostraca"
"822","Pontocrates","Arthropoda","Malacostraca"
"823","Echinus","Echinodermata","Echinoidea"
"824","Aristias topsenti","Arthropoda","Malacostraca"
"825","Tanaidacea","Arthropoda","Malacostraca"
"826","Dyopedos","Arthropoda","Malacostraca"
"827","Syllis cornuta","Annelida","Polychaeta"
"828","Phoca vitulina","Chordata","Mammalia"
"829","Hormathia digitata","Cnidaria","Anthozoa"
"830","Melphidippidae","Arthropoda","Malacostraca"
"831","Osteichthyes","Chordata",NA
"832","Laothoes meinerti","Arthropoda","Malacostraca"
"833","Pentamera calcigera","Echinodermata","Holothuroidea"
"834","Thysanopoda acutifrons","Arthropoda","Malacostraca"
"835","Kerguelenia borealis","Arthropoda","Malacostraca"
"836","Hippomedon denticulatus","Arthropoda","Malacostraca"
"837","Anseriformes","Chordata","Aves"
"838","Esox lucius","Chordata","Teleostei"
"839","Henricia spongiosa","Echinodermata","Asteroidea"
"840","Ascidia callosa","Chordata","Ascidiacea"
"841","Boreogadus","Chordata","Teleostei"
"842","Sander vitreus","Chordata","Teleostei"
"843","Proaeginina norvegica","Arthropoda","Malacostraca"
"844","Anthosactis janmayeni","Cnidaria","Anthozoa"
"845","Metopa norvegica","Arthropoda","Malacostraca"
"846","Epigamia alexandri","Annelida","Polychaeta"
"847","Laetmatophilus tuberculatus","Arthropoda","Malacostraca"
"848","Arcturus","Arthropoda","Malacostraca"
"849","Pygospio elegans","Annelida","Polychaeta"
"850","Leucon (Leucon) fulvus","Arthropoda","Malacostraca"
"851","Psychropotidae","Echinodermata","Holothuroidea"
"852","Velella","Cnidaria","Hydrozoa"
"853","Mysida","Arthropoda","Malacostraca"
"854","Chone infundibuliformis","Annelida","Polychaeta"
"855","Eusirus propinqvus","Arthropoda","Malacostraca"
"856","Gammaridae","Arthropoda","Malacostraca"
"857","Paroediceros","Arthropoda","Malacostraca"
"858","Lumpenus","Chordata","Teleostei"
"859","Larus fuscus","Chordata","Aves"
"860","Astyra abyssi","Arthropoda","Malacostraca"
"861","Lubbockia","Arthropoda","Copepoda"
"862","Argentina silus","Chordata","Teleostei"
"863","Gersemia fruticosa","Cnidaria","Anthozoa"
"864","Lysippe labiata","Annelida","Polychaeta"
"865","Corophiida","Arthropoda","Malacostraca"
"866","Eudorella parvula","Arthropoda","Malacostraca"
"867","Melitidae","Arthropoda","Malacostraca"
"868","Prionospio steenstrupi","Annelida","Polychaeta"
"869","Typhloscolecidae","Annelida","Polychaeta"
"870","Eudorella emarginata","Arthropoda","Malacostraca"
"871","Acanthonotozoma inflatum","Arthropoda","Malacostraca"
"872","Clymenura polaris","Annelida","Polychaeta"
"873","Lumbrineris latreilli","Annelida","Polychaeta"
"874","Cylichna alba","Mollusca","Gastropoda"
"875","Harmothoe fragilis","Annelida","Polychaeta"
"876","Hyperoche medusarum","Arthropoda","Malacostraca"
"877","Yoldia hyperborea","Mollusca","Bivalvia"
"878","Evadne","Arthropoda","Branchiopoda"
"879","Myctophum punctatum","Chordata","Teleostei"
"880","Edwardsia andresi","Cnidaria","Anthozoa"
"881","Phalacrocorax carbo","Chordata","Aves"
"882","Enchelyopus cimbrius","Chordata","Teleostei"
"883","Harmothoe extenuata","Annelida","Polychaeta"
"884","Cossura longocirrata","Annelida","Polychaeta"
"885","Filellum serpens","Cnidaria","Hydrozoa"
"886","Scoletoma laurentiana","Annelida","Polychaeta"
"887","Aricidea","Annelida","Polychaeta"
"888","Levinsenia gracilis","Annelida","Polychaeta"
"889","Eteone flava","Annelida","Polychaeta"
"890","Metopa bruzelii","Arthropoda","Malacostraca"
"891","Yoldiella intermedia","Mollusca","Bivalvia"
"892","Comatulida","Echinodermata","Crinoidea"
"893","Oligochaeta","Annelida","Clitellata"
"894","Calliopius laeviusculus","Arthropoda","Malacostraca"
"895","Astarte montagui","Mollusca","Bivalvia"
"896","Boltenia ovifera","Chordata","Ascidiacea"
"897","Saduria","Arthropoda","Malacostraca"
"898","Nereis zonata","Annelida","Polychaeta"
"899","Diastylis","Arthropoda","Malacostraca"
"900","Isozoanthus bulbosus","Cnidaria","Anthozoa"
"901","Oweniidae","Annelida","Polychaeta"
