"","i","cs_present","size","phylum"
"26402","Trachystoma","FALSE","1","Chordata"
"26403","Trachytedania","FALSE","6","Porifera"
"26404","Trachyteleia","FALSE","3","Porifera"
"26405","Trachythela","FALSE","1","Cnidaria"
"26406","Trachythyone","FALSE","20","Echinodermata"
"26407","Tractolira","FALSE","4","Mollusca"
"26408","Tragula","FALSE","2","Mollusca"
"26409","Tragulichthys","FALSE","1","Chordata"
"26410","Trajana","FALSE","1","Mollusca"
"26411","Trajectura","FALSE","2","Acanthocephala"
"26412","Tralia","FALSE","3","Mollusca"
"26413","Transennella","FALSE","13","Mollusca"
"26414","Transenpitar","FALSE","1","Mollusca"
"26415","Transkalliapseudes","FALSE","2","Arthropoda"
"26416","Transkeia","FALSE","13","Mollusca"
"26417","Transorchestia","FALSE","5","Arthropoda"
"26418","Transtectonia","FALSE","1","Arthropoda"
"26419","Transvena","FALSE","2","Acanthocephala"
"26420","Transversocreadium","FALSE","5","Platyhelminthes"
"26421","Transversohelmins","FALSE","1","Platyhelminthes"
"26422","Transversotrema","FALSE","22","Platyhelminthes"
"26423","Trapania","FALSE","47","Mollusca"
"26424","Trapezia","TRUE","22","Arthropoda"
"26425","Trapezicepon","FALSE","2","Arthropoda"
"26426","Trapezioplax","FALSE","1","Arthropoda"
"26427","Trapezium","FALSE","3","Mollusca"
"26428","Trapichorhynchus","FALSE","1","Platyhelminthes"
"26429","Traskorchestia","FALSE","1","Arthropoda"
"26430","Traustedtia","FALSE","1","Chordata"
"26431","Travisia","FALSE","35","Annelida"
"26432","Travisiopsis","FALSE","7","Annelida"
"26433","Treadwellius","FALSE","1","Annelida"
"26434","Treadwellphysa","FALSE","8","Annelida"
"26435","Trebius","FALSE","18","Arthropoda"
"26436","Trefusia","FALSE","18","Nematoda"
"26437","Trefusialaimus","FALSE","3","Nematoda"
"26438","Tregoubovia","FALSE","1","Cnidaria"
"26439","Tregouboviopsis","FALSE","1","Cnidaria"
"26440","Tremaster","FALSE","1","Echinodermata"
"26441","Trematomus","FALSE","11","Chordata"
"26442","Trematooecia","FALSE","13","Bryozoa"
"26443","Trematotrochus","FALSE","2","Cnidaria"
"26444","Tremoctopus","FALSE","4","Mollusca"
"26445","Tremopora","FALSE","2","Bryozoa"
"26446","Tremoschizodina","FALSE","1","Bryozoa"
"26447","Trenchia","FALSE","4","Mollusca"
"26448","Treptodemoides","FALSE","1","Platyhelminthes"
"26449","Treptodemus","FALSE","1","Platyhelminthes"
"26450","Treptopale","FALSE","4","Annelida"
"26451","Tresus","FALSE","4","Mollusca"
"26452","Tretecthus","FALSE","1","Arthropoda"
"26453","Tretocalyx","FALSE","1","Porifera"
"26454","Tretochone","FALSE","1","Porifera"
"26455","Tretocidaris","FALSE","2","Echinodermata"
"26456","Tretodictyum","FALSE","8","Porifera"
"26457","Tretopleura","FALSE","2","Porifera"
"26458","Tretosina","FALSE","2","Bryozoa"
"26459","Trevathana","TRUE","11","Arthropoda"
"26460","Triacanthinella","FALSE","7","Platyhelminthes"
"26461","Triacanthodes","FALSE","4","Chordata"
"26462","Triacanthoneus","FALSE","5","Arthropoda"
"26463","Triacanthus","FALSE","3","Chordata"
"26464","Triactis","FALSE","1","Cnidaria"
"26465","Triadopathes","FALSE","1","Cnidaria"
"26466","Triaenodon","FALSE","1","Chordata"
"26467","Triaina","FALSE","2","Arthropoda"
"26468","Triakis","FALSE","5","Chordata"
"26469","Trianectes","FALSE","1","Chordata"
"26470","Triangulocypris","FALSE","2","Arthropoda"
"26471","Triangulopsis","FALSE","1","Arthropoda"
"26472","Trianguloscalpellum","FALSE","21","Arthropoda"
"26473","Triangulostoma","FALSE","2","Arthropoda"
"26474","Triangulus","FALSE","4","Arthropoda"
"26475","Triantella","FALSE","1","Arthropoda"
"26476","Triasemperia","FALSE","1","Echinodermata"
"26477","Triasquilla","FALSE","2","Arthropoda"
"26478","Triathalassothia","FALSE","2","Chordata"
"26479","Triathrix","FALSE","3","Arthropoda"
"26480","Triaustrorhynchus","FALSE","1","Platyhelminthes"
"26481","Tribaculocauda","FALSE","2","Platyhelminthes"
"26482","Tribia","FALSE","2","Mollusca"
"26483","Tribolodon","FALSE","2","Chordata"
"26484","Tribrachium","FALSE","1","Porifera"
"26485","Tribuliphorus","FALSE","1","Platyhelminthes"
"26486","Tribulus","FALSE","1","Mollusca"
"26487","Tricellaria","FALSE","21","Bryozoa"
"26488","Trichactis","FALSE","1","Cnidaria"
"26489","Trichamathina","FALSE","2","Mollusca"
"26490","Trichapseudes","FALSE","1","Arthropoda"
"26491","Trichaster","FALSE","3","Echinodermata"
"26492","Trichasterina","FALSE","2","Porifera"
"26493","Trichechus","FALSE","2","Chordata"
"26494","Trichethmolaimus","FALSE","1","Nematoda"
"26495","Trichia","FALSE","6","Arthropoda"
"26496","Trichistosoma","FALSE","1","Nematoda"
"26497","Trichiurus","FALSE","9","Chordata"
"26498","Trichobezoares","FALSE","2","Arthropoda"
"26499","Trichobilharzia","FALSE","1","Platyhelminthes"
"26500","Trichobranchicola","FALSE","1","Arthropoda"
"26501","Trichobranchus","FALSE","16","Annelida"
"26502","Trichocanace","FALSE","1","Arthropoda"
"26503","Trichocerca","FALSE","5","Rotifera"
"26504","Trichocorixa","FALSE","3","Arthropoda"
"26505","Trichocottus","FALSE","1","Chordata"
"26506","Trichodon","FALSE","1","Chordata"
"26507","Trichogalumna","FALSE","1","Arthropoda"
"26508","Trichogorgia","FALSE","8","Cnidaria"
"26509","Trichogypsia","FALSE","3","Porifera"
"26510","Trichometra","FALSE","3","Echinodermata"
"26511","Trichomya","FALSE","1","Mollusca"
"26512","Trichoncus","FALSE","1","Arthropoda"
"26513","Trichonotus","FALSE","10","Chordata"
"26514","Trichopagurus","FALSE","4","Arthropoda"
"26515","Trichopeltarion","FALSE","23","Arthropoda"
"26516","Trichophoxus","FALSE","1","Arthropoda"
"26517","Trichoplatus","FALSE","1","Arthropoda"
"26518","Trichoplax","FALSE","1","Placozoa"
"26519","Trichopleon","FALSE","1","Arthropoda"
"26520","Trichopsetta","FALSE","4","Chordata"
"26521","Trichoribates","FALSE","2","Arthropoda"
"26522","Trichosirius","FALSE","3","Mollusca"
"26523","Trichotria","FALSE","1","Rotifera"
"26524","Trichotropis","FALSE","10","Mollusca"
"26525","Trichromadora","FALSE","3","Nematoda"
"26526","Trichromadorita","FALSE","2","Nematoda"
"26527","Trichydra","FALSE","1","Cnidaria"
"26528","Tricnidactis","FALSE","1","Cnidaria"
"26529","Tricolia","FALSE","33","Mollusca"
"26530","Tricoma","FALSE","118","Nematoda"
"26531","Triconia","FALSE","28","Arthropoda"
"26532","Tricoquimba","FALSE","5","Arthropoda"
"26533","Tricornis","FALSE","2","Mollusca"
"26534","Tricotyledonia","FALSE","3","Platyhelminthes"
"26535","Tricyclusa","FALSE","1","Cnidaria"
"26536","Tridacna","TRUE","10","Mollusca"
"26537","Tridacnatheres","FALSE","1","Arthropoda"
"26538","Tridensa","FALSE","2","Cnidaria"
"26539","Tridentarius","FALSE","1","Mollusca"
"26540","Tridentella","FALSE","23","Arthropoda"
"26541","Tridentifera","FALSE","2","Mollusca"
"26542","Tridentiger","FALSE","6","Chordata"
"26543","Trididemnum","FALSE","72","Chordata"
"26544","Tridiscias","FALSE","1","Arthropoda"
"26545","Triebelina","FALSE","13","Arthropoda"
"26546","Triellsiphon","FALSE","1","Mollusca"
"26547","Triepsilonema","FALSE","1","Nematoda"
"26548","Trifaricardium","FALSE","2","Mollusca"
"26549","Trifoliovarium","FALSE","8","Platyhelminthes"
"26550","Trifur","FALSE","2","Arthropoda"
"26551","Triginglymus","FALSE","2","Arthropoda"
"26552","Trigla","FALSE","1","Chordata"
"26553","Triglicola","FALSE","5","Platyhelminthes"
"26554","Triglicoloides","FALSE","1","Platyhelminthes"
"26555","Triglops","FALSE","10","Chordata"
"26556","Trigonaphera","FALSE","6","Mollusca"
"26557","Trigoniocardia","FALSE","2","Mollusca"
"26558","Trigonocephalotrema","FALSE","3","Platyhelminthes"
"26559","Trigonocidaris","FALSE","10","Echinodermata"
"26560","Trigonocotyle","FALSE","5","Platyhelminthes"
"26561","Trigonocryptus","FALSE","2","Platyhelminthes"
"26562","Trigonognathus","FALSE","1","Chordata"
"26563","Trigonolampa","FALSE","1","Chordata"
"26564","Trigonolobium","FALSE","2","Platyhelminthes"
"26565","Trigonoplax","FALSE","3","Arthropoda"
"26566","Trigonoporus","FALSE","1","Platyhelminthes"
"26567","Trigonostoma","FALSE","25","Mollusca"
"26568","Trigonostomum","FALSE","20","Platyhelminthes"
"26569","Trigonothracia","FALSE","3","Mollusca"
"26570","Trigonotrema","FALSE","1","Platyhelminthes"
"26571","Trigonulina","FALSE","2","Mollusca"
"26572","Trikentrion","FALSE","6","Porifera"
"26573","Trilaminopora","FALSE","1","Bryozoa"
"26574","Trilasmis","FALSE","1","Arthropoda"
"26575","Trilepta","FALSE","1","Nematoda"
"26576","Trileptium","FALSE","12","Nematoda"
"26577","Trilirata","FALSE","4","Mollusca"
"26578","Triliropus","FALSE","2","Arthropoda"
"26579","Trilobiodiscus","FALSE","1","Platyhelminthes"
"26580","Trilobodrilus","FALSE","4","Annelida"
"26581","Trilobovarium","FALSE","9","Platyhelminthes"
"26582","Trilochites","FALSE","1","Bryozoa"
"26583","Trilocularia","FALSE","3","Platyhelminthes"
"26584","Triloculatum","FALSE","6","Platyhelminthes"
"26585","Triloculotrema","FALSE","3","Platyhelminthes"
"26586","Trilospora","FALSE","3","Cnidaria"
"26587","Trilosporoides","FALSE","1","Cnidaria"
"26588","Trimacracanthus","FALSE","2","Platyhelminthes"
"26589","Trimma","TRUE","106","Chordata"
"26590","Trimmatom","FALSE","7","Chordata"
"26591","Trimuricea","FALSE","11","Cnidaria"
"26592","Trimusculotrema","FALSE","5","Platyhelminthes"
"26593","Trimusculus","FALSE","15","Mollusca"
"26594","Trinchesia","FALSE","42","Mollusca"
"26595","Trinectes","FALSE","9","Chordata"
"26596","Tringa","FALSE","10","Chordata"
"26597","Trinitasia","FALSE","1","Mollusca"
"26598","Trinorfolkia","FALSE","3","Chordata"
"26599","Triodon","FALSE","1","Chordata"
"26600","Triodonthea","FALSE","1","Arthropoda"
"26601","Triodontoderes","FALSE","1","Kinorhyncha"
"26602","Triodontolaimus","FALSE","1","Nematoda"
"26603","Triopha","FALSE","4","Mollusca"
"26604","Tripalea","FALSE","1","Cnidaria"
"26605","Tripaphylus","FALSE","13","Arthropoda"
"26606","Triparatanais","FALSE","2","Arthropoda"
"26607","Tripartisoma","FALSE","2","Arthropoda"
"26608","Tripathiana","FALSE","1","Platyhelminthes"
"26609","Tripedalia","FALSE","2","Cnidaria"
"26610","Triperopus","FALSE","1","Arthropoda"
"26611","Triphora","FALSE","177","Mollusca"
"26612","Triphoturus","FALSE","3","Chordata"
"26613","Triphyllozoon","FALSE","33","Bryozoa"
"26614","Triplignathia","FALSE","2","Gnathostomulida"
"26615","Triplodia","FALSE","1","Echinodermata"
"26616","Triplofusus","FALSE","2","Mollusca"
"26617","Triplophos","FALSE","1","Chordata"
"26618","Triplophysa","FALSE","1","Chordata"
"26619","Tripneustes","FALSE","4","Echinodermata"
"26620","Tripodichthys","FALSE","3","Chordata"
"26621","Tripolydora","FALSE","1","Annelida"
"26622","Tripoma","FALSE","1","Cnidaria"
"26623","Tripoplax","FALSE","17","Mollusca"
"26624","Triporoplana","FALSE","1","Platyhelminthes"
"26625","Triporula","FALSE","4","Bryozoa"
"26626","Trippa","FALSE","1","Mollusca"
"26627","Triprotella","FALSE","1","Arthropoda"
"26628","Tripsycha","FALSE","1","Mollusca"
"26629","Tripterodon","FALSE","1","Chordata"
"26630","Tripterophycis","FALSE","2","Chordata"
"26631","Tripterotyphis","FALSE","5","Mollusca"
"26632","Tripterygion","TRUE","4","Chordata"
"26633","Triptolemma","FALSE","6","Porifera"
"26634","Triptychus","FALSE","4","Mollusca"
"26635","Tripylaster","FALSE","1","Echinodermata"
"26636","Tripyloides","FALSE","13","Nematoda"
"26637","Tripylus","FALSE","1","Echinodermata"
"26638","Triquetramana","FALSE","1","Arthropoda"
"26639","Trisaccopharynx","FALSE","4","Platyhelminthes"
"26640","Trischizostoma","FALSE","18","Arthropoda"
"26641","Trisidos","FALSE","4","Mollusca"
"26642","Triso","FALSE","1","Chordata"
"26643","Trisopodoniscus","FALSE","1","Arthropoda"
"26644","Trisopterus","FALSE","4","Chordata"
"26645","Trissonchulus","FALSE","13","Nematoda"
"26646","Trissopathes","FALSE","4","Cnidaria"
"26647","Trissoplax","FALSE","2","Arthropoda"
"26648","Tristenium","FALSE","3","Arthropoda"
"26649","Tristichotrochus","FALSE","8","Mollusca"
"26650","Tristoma","FALSE","4","Platyhelminthes"
"26651","Tristriata","FALSE","1","Platyhelminthes"
"26652","Tritaeta","FALSE","2","Arthropoda"
"26653","Tritaphros","FALSE","1","Platyhelminthes"
"26654","Tritella","FALSE","5","Arthropoda"
"26655","Tritia","FALSE","40","Mollusca"
"26656","Triticella","FALSE","12","Bryozoa"
"26657","Triticellopsis","FALSE","2","Bryozoa"
"26658","Tritodynamia","FALSE","11","Arthropoda"
"26659","Tritonaster","FALSE","3","Echinodermata"
"26660","Tritonia","FALSE","35","Mollusca"
"26661","Tritonidoxa","FALSE","1","Mollusca"
"26662","Tritoniella","FALSE","1","Mollusca"
"26663","Tritoniopsis","FALSE","4","Mollusca"
"26664","Tritonoharpa","FALSE","19","Mollusca"
"26665","Tritonoturris","FALSE","15","Mollusca"
"26666","Tritoplax","FALSE","2","Arthropoda"
"26667","Trituba","FALSE","21","Mollusca"
"26668","Triumphis","FALSE","1","Mollusca"
"26669","Trivellona","FALSE","49","Mollusca"
"26670","Trivettea","FALSE","1","Mollusca"
"26671","Trivia","FALSE","12","Mollusca"
"26672","Triviella","FALSE","32","Mollusca"
"26673","Trivirostra","FALSE","48","Mollusca"
"26674","Trixiphichthys","FALSE","1","Chordata"
"26675","Trizocarcinus","FALSE","2","Arthropoda"
"26676","Trizocheles","FALSE","23","Arthropoda"
"26677","Trizopagurus","FALSE","3","Arthropoda"
"26678","Trochaclis","FALSE","8","Mollusca"
"26679","Trochamus","FALSE","5","Nematoda"
"26680","Trocheta","FALSE","1","Annelida"
"26681","Trochia","FALSE","1","Mollusca"
"26682","Trochicola","FALSE","4","Arthropoda"
"26683","Trochiliopora","FALSE","1","Bryozoa"
"26684","Trochita","FALSE","4","Mollusca"
"26685","Trochocerithium","FALSE","1","Mollusca"
"26686","Trochochaeta","FALSE","12","Annelida"
"26687","Trochocyathus","FALSE","32","Cnidaria"
"26688","Trochoderma","FALSE","1","Echinodermata"
"26689","Trochomodulus","FALSE","3","Mollusca"
"26690","Trochonerilla","FALSE","1","Annelida"
"26691","Trochopella","FALSE","1","Platyhelminthes"
"26692","Trochopsammia","FALSE","1","Cnidaria"
"26693","Trochopus","FALSE","16","Platyhelminthes"
"26694","Trochosodon","FALSE","18","Bryozoa"
"26695","Trochostilifer","FALSE","7","Mollusca"
"26696","Trochus","TRUE","30","Mollusca"
"26697","Troendleina","FALSE","3","Mollusca"
"26698","Trogloarctus","FALSE","1","Tardigrada"
"26699","Troglocarcinus","FALSE","2","Arthropoda"
"26700","Troglocaridicola","FALSE","2","Platyhelminthes"
"26701","Troglocephalus","FALSE","1","Platyhelminthes"
"26702","Troglochaetus","FALSE","1","Annelida"
"26703","Trogloconcha","FALSE","5","Mollusca"
"26704","Troglodytoconcha","FALSE","1","Mollusca"
"26705","Troglomexicanus","FALSE","3","Arthropoda"
"26706","Tromikosoma","FALSE","7","Echinodermata"
"26707","Tromina","FALSE","1","Mollusca"
"26708","Trona","FALSE","1","Mollusca"
"26709","Tronamyia","FALSE","1","Arthropoda"
"26710","Tropaeas","FALSE","13","Mollusca"
"26711","Trophodiscus","FALSE","2","Echinodermata"
"26712","Tropholampas","FALSE","1","Echinodermata"
"26713","Trophomera","FALSE","40","Nematoda"
"26714","Trophon","FALSE","25","Mollusca"
"26715","Trophonella","FALSE","7","Mollusca"
"26716","Trophonia","FALSE","1","Annelida"
"26717","Trophoniella","FALSE","19","Annelida"
"26718","Trophonofusus","FALSE","1","Mollusca"
"26719","Trophonopsis","FALSE","14","Mollusca"
"26720","Tropicaprella","FALSE","1","Arthropoda"
"26721","Tropichelura","FALSE","2","Arthropoda"
"26722","Tropicoecetes","FALSE","1","Arthropoda"
"26723","Tropicorchestia","FALSE","2","Arthropoda"
"26724","Tropidechis","FALSE","1","Chordata"
"26725","Tropidocyathus","FALSE","2","Cnidaria"
"26726","Tropidofusus","FALSE","3","Mollusca"
"26727","Tropidomarga","FALSE","1","Mollusca"
"26728","Tropidomya","FALSE","2","Mollusca"
"26729","Tropidorbis","FALSE","1","Mollusca"
"26730","Tropidorissoia","FALSE","2","Mollusca"
"26731","Tropidoturris","FALSE","6","Mollusca"
"26732","Tropidozoum","FALSE","2","Bryozoa"
"26733","Tropihalacarus","FALSE","2","Arthropoda"
"26734","Tropiometra","FALSE","4","Echinodermata"
"26735","Tropiometricola","FALSE","1","Mollusca"
"26736","Tropischyrocerus","FALSE","2","Arthropoda"
"26737","Tropisternus","FALSE","1","Arthropoda"
"26738","Troschelia","FALSE","1","Mollusca"
"26739","Trulliobdella","FALSE","1","Annelida"
"26740","Truncacteocina","FALSE","5","Mollusca"
"26741","Truncadaphne","FALSE","1","Mollusca"
"26742","Truncaria","FALSE","2","Mollusca"
"26743","Truncatella","FALSE","21","Mollusca"
"26744","Truncatoflabellum","FALSE","33","Cnidaria"
"26745","Truncatoguynia","FALSE","1","Cnidaria"
"26746","Trychella","FALSE","1","Porifera"
"26747","Trygaeus","FALSE","1","Arthropoda"
"26748","Trygonicola","FALSE","1","Platyhelminthes"
"26749","Trygonoptera","FALSE","6","Chordata"
"26750","Trygonorrhina","FALSE","3","Chordata"
"26751","Trypaea","FALSE","1","Arthropoda"
"26752","Trypanedenta","FALSE","2","Annelida"
"26753","Trypanobia","FALSE","3","Annelida"
"26754","Trypanospina","FALSE","1","Annelida"
"26755","Trypanosyllis","FALSE","46","Annelida"
"26756","Trypauchen","FALSE","2","Chordata"
"26757","Trypauchenichthys","FALSE","1","Chordata"
"26758","Trypetesa","FALSE","5","Arthropoda"
"26759","Tryphana","FALSE","1","Arthropoda"
"26760","Tryphoema","FALSE","9","Arthropoda"
"26761","Tryphomyax","FALSE","3","Mollusca"
"26762","Tryphosa","FALSE","2","Arthropoda"
"26763","Tryphosella","FALSE","68","Arthropoda"
"26764","Tryphosites","FALSE","5","Arthropoda"
"26765","Trypostega","FALSE","10","Bryozoa"
"26766","Tryssogobius","FALSE","7","Chordata"
"26767","Tryssosoma","FALSE","1","Platyhelminthes"
"26768","Tsitsikamma","FALSE","5","Porifera"
"26769","Tsunogaipagurus","FALSE","1","Arthropoda"
"26770","Tsuranarthrura","FALSE","1","Arthropoda"
"26771","Ttetaloia","FALSE","1","Arthropoda"
"26772","Tuamotuichthys","FALSE","3","Chordata"
"26773","Tuba","FALSE","5","Mollusca"
"26774","Tubastraea","FALSE","6","Cnidaria"
"26775","Tubbia","FALSE","2","Chordata"
"26776","Tubbreva","FALSE","6","Mollusca"
"26777","Tuberapseudes","FALSE","1","Arthropoda"
"26778","Tuberarcturus","FALSE","5","Arthropoda"
"26779","Tubercliopsis","FALSE","24","Mollusca"
"26780","Tuberculocythere","FALSE","1","Arthropoda"
"26781","Tuberes","FALSE","7","Mollusca"
"26782","Tuberocaulus","FALSE","1","Cnidaria"
"26783","Tuberoloxoconcha","FALSE","3","Arthropoda"
"26784","Tubicinella","FALSE","2","Arthropoda"
"26785","Tubiclavoides","FALSE","1","Cnidaria"
"26786","Tubicolixa","FALSE","3","Arthropoda"
"26787","Tubifex","FALSE","3","Annelida"
"26788","Tubificoides","TRUE","51","Annelida"
"26789","Tubigerina","FALSE","1","Bryozoa"
"26790","Tubigorgia","FALSE","1","Cnidaria"
"26791","Tubiluchus","FALSE","10","Priapulida"
"26792","Tubiola","FALSE","3","Mollusca"
"26793","Tubipora","FALSE","7","Cnidaria"
"26794","Tubiporella","FALSE","2","Bryozoa"
"26795","Tubiporicola","FALSE","1","Arthropoda"
"26796","Tubolaimella","FALSE","1","Nematoda"
"26797","Tubolaimoides","FALSE","1","Nematoda"
"26798","Tubonemertes","FALSE","2","Nemertea"
"26799","Tubuca","FALSE","22","Arthropoda"
"26800","Tubulanus","FALSE","29","Nemertea"
"26801","Tubularia","FALSE","10","Cnidaria"
"26802","Tubulideres","FALSE","1","Kinorhyncha"
"26803","Tubulipora","FALSE","77","Bryozoa"
"26804","Tubulophilinopsis","FALSE","4","Mollusca"
"26805","Tubulovesicula","FALSE","25","Platyhelminthes"
"26806","Tucca","FALSE","1","Arthropoda"
"26807","Tucetona","FALSE","44","Mollusca"
"26808","Tudicla","FALSE","1","Mollusca"
"26809","Tudivasum","FALSE","6","Mollusca"
"26810","Tuerkayogebia","FALSE","1","Arthropoda"
"26811","Tuerkiana","FALSE","1","Nematoda"
"26812","Tugali","FALSE","12","Mollusca"
"26813","Tugalina","FALSE","2","Mollusca"
"26814","Tugonella","FALSE","2","Mollusca"
"26815","Tugonia","FALSE","5","Mollusca"
"26816","Tularia","FALSE","1","Mollusca"
"26817","Tuldarus","FALSE","2","Arthropoda"
"26818","Tulearinia","FALSE","1","Porifera"
"26819","Tuleariocaris","FALSE","4","Arthropoda"
"26820","Tuleariosquilla","FALSE","1","Arthropoda"
"26821","Tulearus","FALSE","1","Arthropoda"
"26822","Tullbergella","FALSE","1","Arthropoda"
"26823","Tulumella","FALSE","3","Arthropoda"
"26824","Tumbeziconcha","FALSE","3","Mollusca"
"26825","Tumidiacirsa","FALSE","1","Mollusca"
"26826","Tumidochelia","FALSE","5","Arthropoda"
"26827","Tumidodromia","FALSE","1","Arthropoda"
"26828","Tumidotheres","FALSE","4","Arthropoda"
"26829","Tumulosternum","FALSE","3","Arthropoda"
"26830","Tunebia","FALSE","2","Arthropoda"
"26831","Tunedromia","FALSE","1","Arthropoda"
"26832","Tunepugettia","FALSE","2","Arthropoda"
"26833","Tunicotheres","FALSE","1","Arthropoda"
"26834","Tuoba","FALSE","11","Arthropoda"
"26835","Tuphacheres","FALSE","1","Arthropoda"
"26836","Turbanella","FALSE","32","Gastrotricha"
"26837","Turbicellepora","FALSE","51","Bryozoa"
"26838","Turbinaria","FALSE","12","Cnidaria"
"26839","Turbinella","FALSE","8","Mollusca"
"26840","Turbinolia","FALSE","1","Cnidaria"
"26841","Turbo","FALSE","61","Mollusca"
"26842","Turbocavus","FALSE","1","Annelida"
"26843","Turbolidium","FALSE","3","Mollusca"
"26844","Turbonilla","FALSE","1027","Mollusca"
"26845","Turcica","FALSE","4","Mollusca"
"26846","Turleania","FALSE","10","Arthropoda"
"26847","Turquetia","FALSE","1","Mollusca"
"26848","Turrancilla","FALSE","6","Mollusca"
"26849","Turrella","FALSE","8","Mollusca"
"26850","Turricostellaria","FALSE","6","Mollusca"
"26851","Turricula","FALSE","15","Mollusca"
"26852","Turridrupa","TRUE","18","Mollusca"
"26853","Turrilatirus","FALSE","7","Mollusca"
"26854","Turriodostomia","FALSE","1","Mollusca"
"26855","Turriplicifer","FALSE","3","Mollusca"
"26856","Turris","FALSE","32","Mollusca"
"26857","Turrisipho","FALSE","5","Mollusca"
"26858","Turritella","FALSE","72","Mollusca"
"26859","Turritellinella","FALSE","1","Mollusca"
"26860","Turritellopsis","FALSE","10","Mollusca"
"26861","Turritigera","FALSE","5","Bryozoa"
"26862","Turritopsis","TRUE","6","Cnidaria"
"26863","Turritopsoides","FALSE","2","Cnidaria"
"26864","Turritriton","FALSE","4","Mollusca"
"26865","Tursiops","TRUE","3","Chordata"
"26866","Turtonia","FALSE","1","Mollusca"
"26867","Turveria","FALSE","3","Mollusca"
"26868","Tuskaroria","FALSE","1","Mollusca"
"26869","Tutankhamen","FALSE","1","Arthropoda"
"26870","Tutufa","FALSE","8","Mollusca"
"26871","Tuxophorus","FALSE","6","Arthropoda"
"26872","Tvaerminnea","FALSE","2","Platyhelminthes"
"26873","Tweedieia","FALSE","3","Arthropoda"
"26874","Tyche","FALSE","6","Arthropoda"
"26875","Tychidion","FALSE","1","Arthropoda"
"26876","Tychomyzon","FALSE","1","Arthropoda"
"26877","Tycnodora","FALSE","1","Nematoda"
"26878","Tydemanella","FALSE","1","Arthropoda"
"26879","Tydemania","FALSE","1","Chordata"
"26880","Tyira","FALSE","1","Annelida"
"26881","Tylaspis","FALSE","1","Arthropoda"
"26882","Tylaster","FALSE","1","Echinodermata"
"26883","Tylerius","FALSE","1","Chordata"
"26884","Tylexocladus","FALSE","2","Porifera"
"26885","Tylobranchion","FALSE","3","Chordata"
"26886","Tylocarcinus","FALSE","5","Arthropoda"
"26887","Tylocephalum","FALSE","11","Platyhelminthes"
"26888","Tylocidaris","FALSE","1","Echinodermata"
"26889","Tylodelphys","FALSE","2","Platyhelminthes"
"26890","Tylodina","FALSE","4","Mollusca"
"26891","Tylodiplax","FALSE","1","Arthropoda"
"26892","Tylokepon","FALSE","5","Arthropoda"
"26893","Tylonereis","FALSE","3","Annelida"
"26894","Tylopathes","FALSE","3","Cnidaria"
"26895","Tylorrhynchus","FALSE","1","Annelida"
"26896","Tylos","FALSE","1","Arthropoda"
"26897","Tylosapis","FALSE","1","Arthropoda"
"26898","Tylosigma","FALSE","2","Porifera"
"26899","Tylospira","FALSE","1","Mollusca"
"26900","Tylosuricola","FALSE","3","Platyhelminthes"
"26901","Tylosurus","FALSE","6","Chordata"
"26902","Tylothais","FALSE","7","Mollusca"
"26903","Tylotiella","FALSE","1","Mollusca"
"26904","Tymolus","FALSE","10","Arthropoda"
"26905","Tympanotonos","FALSE","1","Mollusca"
"26906","Typhina","FALSE","7","Mollusca"
"26907","Typhinellus","FALSE","11","Mollusca"
"26908","Typhis","FALSE","5","Mollusca"
"26909","Typhisala","FALSE","2","Mollusca"
"26910","Typhisopsis","FALSE","3","Mollusca"
"26911","Typhlachirus","FALSE","1","Chordata"
"26912","Typhlamia","FALSE","3","Arthropoda"
"26913","Typhlamphiascus","FALSE","19","Arthropoda"
"26914","Typhlapseudes","FALSE","1","Arthropoda"
"26915","Typhlatya","FALSE","1","Arthropoda"
"26916","Typhlocarcinodes","FALSE","1","Arthropoda"
"26917","Typhlocarcinops","FALSE","16","Arthropoda"
"26918","Typhlocarcinus","FALSE","8","Arthropoda"
"26919","Typhlocythere","FALSE","3","Arthropoda"
"26920","Typhlodaphne","FALSE","7","Mollusca"
"26921","Typhloerstedia","FALSE","1","Nemertea"
"26922","Typhlogobius","FALSE","1","Chordata"
"26923","Typhlomangelia","FALSE","10","Mollusca"
"26924","Typhlonarke","FALSE","2","Chordata"
"26925","Typhlonereis","FALSE","1","Annelida"
"26926","Typhlonus","FALSE","1","Chordata"
"26927","Typhlopagurus","FALSE","1","Arthropoda"
"26928","Typhlophoros","FALSE","1","Nematoda"
"26929","Typhlopolycystis","FALSE","16","Platyhelminthes"
"26930","Typhlorhynchus","FALSE","2","Platyhelminthes"
"26931","Typhloscolex","FALSE","7","Annelida"
"26932","Typhlosyrinx","FALSE","5","Mollusca"
"26933","Typhlotanais","FALSE","48","Arthropoda"
"26934","Typhlotanoides","FALSE","1","Arthropoda"
"26935","Typolamprops","FALSE","1","Arthropoda"
"26936","Typosyllis","FALSE","59","Annelida"
"26937","Typton","FALSE","19","Arthropoda"
"26938","Typtonoides","FALSE","1","Arthropoda"
"26939","Typtonomenaeus","FALSE","1","Arthropoda"
"26940","Typtonychus","FALSE","6","Arthropoda"
"26941","Tyrannodoris","FALSE","8","Mollusca"
"26942","Tyrannophryne","FALSE","1","Chordata"
"26943","Tyrinna","FALSE","3","Mollusca"
